CODPARC;NUMCONTRATO;DTCONTRATO;STATUSCONTRATO;CEP
443;6149;2002-07-03 00:00:00.000;ATIVO;30285190
444;6152;2002-07-01 00:00:00.000;ATIVO;31872040
447;505963;2021-08-09 08:28:59.000;ATIVO;31810175
450;6187;2002-07-19 00:00:00.000;ATIVO;30421527
451;6189;2010-11-01 00:00:00.000;ATIVO;31742515
452;6195;2003-07-22 00:00:00.000;ATIVO;30664170
453;5530;2019-01-21 00:00:00.000;ATIVO;30865724
454;5531;2001-05-11 00:00:00.000;ATIVO;31652125
456;5536;2019-05-24 00:00:00.000;ATIVO;31980410
457;5542;2001-07-16 00:00:00.000;ATIVO;30570480
458;5544;2019-01-28 00:00:00.000;ATIVO;31998620
459;5547;2001-05-31 00:00:00.000;ATIVO;31050290
461;5560;2019-09-20 00:00:00.000;ATIVO;30570360
462;497486;2021-04-26 12:20:04.000;ATIVO;30421620
463;5562;2001-06-23 00:00:00.000;ATIVO;30624245
465;5567;2001-07-14 00:00:00.000;ATIVO;30664650
466;507187;2021-08-26 10:17:22.000;ATIVO;31585050
475;4191;2010-02-22 00:00:00.000;ATIVO;30285420
478;7503;2003-05-19 00:00:00.000;ATIVO;31872060
481;7516;2018-10-10 00:00:00.000;ATIVO;30286100
483;7518;2003-05-21 00:00:00.000;ATIVO;30230010
484;5043;2000-05-26 00:00:00.000;ATIVO;30820150
485;524385;2022-05-10 12:30:04.000;ATIVO;31630000
488;483702;2020-10-22 10:50:34.000;ATIVO;30624250
489;5053;2000-09-19 00:00:00.000;ATIVO;30530090
491;5059;2000-06-22 00:00:00.000;ATIVO;30810570
492;5067;2000-07-15 00:00:00.000;ATIVO;30710480
493;7785;2003-06-05 00:00:00.000;ATIVO;31640290
494;7802;2003-06-10 00:00:00.000;ATIVO;30620060
495;7808;2003-07-08 00:00:00.000;ATIVO;31260435
496;5347;2020-01-28 00:00:00.000;ATIVO;31970724
497;5351;2018-03-26 00:00:00.000;ATIVO;30664650
498;7232;2003-03-26 00:00:00.000;ATIVO;30820450
503;7265;2003-03-26 00:00:00.000;ATIVO;30240051
504;7273;2003-04-01 00:00:00.000;ATIVO;31520200
510;6698;2002-11-13 00:00:00.000;ATIVO;30285200
511;6699;2002-11-14 00:00:00.000;ATIVO;31780400
513;6702;2002-11-14 00:00:00.000;ATIVO;30830420
514;526754;2022-06-09 14:29:34.000;ATIVO;30295240
515;563185;2023-09-08 16:32:30.000;SUSPENSO;30865200
516;6711;2002-11-22 00:00:00.000;ATIVO;31652385
518;6716;2002-11-25 00:00:00.000;ATIVO;30620070
525;6739;2002-11-22 00:00:00.000;ATIVO;31050120
526;6742;2002-11-27 00:00:00.000;ATIVO;31010130
527;5777;2001-11-22 00:00:00.000;ATIVO;31742017
530;5781;2001-11-26 00:00:00.000;ATIVO;31370720
531;5783;2001-11-28 00:00:00.000;ATIVO;30230530
532;5784;2001-11-30 00:00:00.000;ATIVO;31150490
533;515115;2021-11-30 13:08:34.000;ATIVO;30450030
535;5814;2001-12-13 00:00:00.000;ATIVO;31540680
536;564084;2023-09-22 10:23:00.000;ATIVO;30285180
538;481714;2020-09-23 09:46:43.000;ATIVO;31970320
540;6081;2018-10-03 00:00:00.000;ATIVO;30240610
541;6084;2002-06-10 00:00:00.000;ATIVO;31810210
542;515803;2021-12-14 10:18:31.000;ATIVO;31910210
543;6097;2002-06-13 00:00:00.000;ATIVO;30240190
544;6099;2002-06-13 00:00:00.000;ATIVO;31578590
546;8341;2003-10-02 00:00:00.000;ATIVO;30460362
549;572036;2024-03-18 11:00:16.000;ATIVO;30421372
550;506991;2021-08-24 09:58:51.000;ATIVO;30664710
551;5578;2001-05-22 00:00:00.000;ATIVO;31872010
553;5580;2001-06-07 00:00:00.000;SUSPENSO;31070120
554;5581;2001-06-07 00:00:00.000;ATIVO;30810560
555;5582;2001-06-13 00:00:00.000;ATIVO;30380482
556;5587;2001-06-18 00:00:00.000;ATIVO;31050760
568;528707;2022-07-11 15:29:43.000;ATIVO;31130450
571;514717;2021-11-23 11:04:23.000;ATIVO;31930780
572;4799;2011-01-14 00:00:00.000;ATIVO;31210370
573;8068;2003-08-27 00:00:00.000;ATIVO;30285150
574;8070;2003-08-26 00:00:00.000;ATIVO;31910310
575;8075;2010-11-08 00:00:00.000;ATIVO;30644170
576;8077;2003-08-29 00:00:00.000;ATIVO;30280160
577;480480;2020-09-03 10:15:50.000;ATIVO;30285140
578;8087;2003-09-01 00:00:00.000;ATIVO;30820320
579;521397;2022-03-22 16:24:30.000;ATIVO;30295230
580;8092;2003-09-03 00:00:00.000;ATIVO;31370589
581;8104;2003-09-03 00:00:00.000;ATIVO;30865410
582;7829;2003-06-26 00:00:00.000;ATIVO;31810530
583;7831;2003-06-23 00:00:00.000;ATIVO;31742512
586;7867;2003-07-15 00:00:00.000;ATIVO;31742438
587;7868;2003-07-18 00:00:00.000;ATIVO;30290220
592;6786;2002-12-06 00:00:00.000;ATIVO;30870350
594;6789;2002-12-04 00:00:00.000;ATIVO;31010310
595;6796;2002-12-04 00:00:00.000;ATIVO;31080160
599;526936;2022-06-13 09:32:12.000;ATIVO;30850380
601;6205;2004-01-23 00:00:00.000;ATIVO;30810427
603;483499;2020-10-19 16:34:33.000;ATIVO;31110745
604;6225;2002-08-02 00:00:00.000;ATIVO;31050500
609;7524;2003-05-21 00:00:00.000;ATIVO;31970480
610;7527;2003-05-22 00:00:00.000;ATIVO;30670050
611;486840;2020-11-19 08:44:56.000;ATIVO;31930420
612;7531;2019-07-02 00:00:00.000;ATIVO;31910110
613;7551;2003-05-30 00:00:00.000;ATIVO;31630490
614;533811;2022-09-26 10:28:45.000;ATIVO;30660598
616;7579;2003-06-05 00:00:00.000;ATIVO;31155780
626;558556;2023-06-27 14:35:43.000;ATIVO;31578120
627;7289;2003-04-03 00:00:00.000;ATIVO;30240100
628;7294;2020-02-10 00:00:00.000;SUSPENSO;30240560
629;483255;2020-10-15 14:53:21.000;ATIVO;30220340
631;7309;2003-04-10 00:00:00.000;ATIVO;30870140
633;7311;2018-11-27 00:00:00.000;ATIVO;30421422
635;7317;2003-04-08 00:00:00.000;ATIVO;31750160
636;8359;2003-09-11 00:00:00.000;ATIVO;31615200
637;496729;2021-04-14 15:51:12.000;ATIVO;31845180
638;8371;2003-10-13 00:00:00.000;ATIVO;31872460
639;8380;2003-10-08 00:00:00.000;ATIVO;30820370
641;8387;2003-10-14 00:00:00.000;ATIVO;30285180
642;8413;2010-04-08 00:00:00.000;ATIVO;31630560
643;8424;2003-10-14 00:00:00.000;ATIVO;31585050
644;8426;2010-02-19 00:00:00.000;ATIVO;30550030
645;8432;2003-10-15 00:00:00.000;ATIVO;30230330
646;5836;2002-01-02 00:00:00.000;ATIVO;31070450
656;531716;2022-08-25 10:17:21.000;ATIVO;30622485
658;5883;2002-02-07 00:00:00.000;ATIVO;31030370
659;524311;2022-05-09 17:17:17.000;ATIVO;30880320
660;5887;2002-02-14 00:00:00.000;ATIVO;31995000
661;565008;2023-10-13 14:06:07.000;ATIVO;30451451
672;6977;2019-11-13 00:00:00.000;ATIVO;30250439
674;6985;2003-01-27 00:00:00.000;ATIVO;30455360
679;7008;2003-01-21 00:00:00.000;ATIVO;30270210
680;505579;2021-08-03 09:57:32.000;ATIVO;30230670
681;8115;2003-09-08 00:00:00.000;ATIVO;30285230
682;488774;2020-12-16 13:49:30.000;ATIVO;30881380
684;8125;2003-09-08 00:00:00.000;ATIVO;30840800
685;506117;2021-08-10 15:35:44.000;ATIVO;30451265
689;8142;2003-08-12 00:00:00.000;ATIVO;31810030
690;510403;2021-10-08 16:26:00.000;SUSPENSO;30270200
704;8154;2003-09-11 00:00:00.000;ATIVO;30865150
705;8157;2003-09-02 00:00:00.000;ATIVO;31578200
706;509044;2021-09-20 10:39:41.000;ATIVO;30285185
707;6271;2002-08-14 00:00:00.000;ATIVO;31765470
709;6275;2002-08-13 00:00:00.000;ATIVO;30666333
710;6278;2002-08-16 00:00:00.000;ATIVO;30285460
711;6283;2002-08-14 00:00:00.000;ATIVO;30290300
713;6286;2002-08-14 00:00:00.000;ATIVO;30290310
714;6291;2002-08-13 00:00:00.000;ATIVO;30668570
715;6300;2002-08-19 00:00:00.000;ATIVO;30662302
717;6310;2002-08-23 00:00:00.000;ATIVO;30450060
718;6319;2002-08-17 00:00:00.000;ATIVO;31540390
719;8630;2019-09-02 00:00:00.000;ATIVO;30620320
720;8643;2003-11-03 00:00:00.000;ATIVO;30690730
721;8671;2003-11-04 00:00:00.000;ATIVO;31530480
722;8675;2003-11-04 00:00:00.000;ATIVO;31812020
723;8682;2003-11-01 00:00:00.000;ATIVO;30280320
724;502619;2021-06-25 10:47:50.000;ATIVO;30240630
725;8693;2020-02-07 00:00:00.000;ATIVO;30280320
726;8704;2003-11-05 00:00:00.000;SUSPENSO;31995410
727;7901;2003-07-29 00:00:00.000;ATIVO;31578000
728;7911;2003-07-29 00:00:00.000;ATIVO;30290035
729;7915;2020-01-17 00:00:00.000;ATIVO;30455170
731;7920;2003-07-31 00:00:00.000;ATIVO;30690080
732;7921;2003-07-30 00:00:00.000;ATIVO;31035200
735;7936;2003-08-05 00:00:00.000;ATIVO;30670140
736;7942;2003-08-06 00:00:00.000;SUSPENSO;30295240
737;7946;2003-08-07 00:00:00.000;ATIVO;31750070
738;489705;2021-01-07 14:14:01.000;ATIVO;30880330
739;7952;2003-08-07 00:00:00.000;ATIVO;31760500
740;7599;2003-06-02 00:00:00.000;ATIVO;30285180
741;7600;2003-06-10 00:00:00.000;ATIVO;30512140
742;7602;2019-09-24 00:00:00.000;ATIVO;30260030
743;7612;2003-05-06 00:00:00.000;ATIVO;30240580
745;7618;2003-05-06 00:00:00.000;ATIVO;30240620
746;7622;2003-06-05 00:00:00.000;ATIVO;31650300
754;7628;2003-06-04 00:00:00.000;ATIVO;31742541
756;7652;2003-06-15 00:00:00.000;ATIVO;31630510
757;570774;2024-02-09 11:24:10.000;CARENCIA;30295340
758;533622;2022-09-21 12:31:08.000;ATIVO;30220336
759;7338;2003-04-14 00:00:00.000;ATIVO;31010130
760;7339;2003-04-14 00:00:00.000;ATIVO;30451364
761;7342;2003-01-14 00:00:00.000;ATIVO;30620130
763;7354;2019-11-21 00:00:00.000;ATIVO;30285180
765;7364;2003-04-12 00:00:00.000;ATIVO;30335000
766;496956;2021-04-17 11:14:49.000;ATIVO;31920730
769;7384;2003-04-18 00:00:00.000;ATIVO;30230010
774;6840;2018-04-25 00:00:00.000;ATIVO;30290430
775;6842;2002-12-19 00:00:00.000;ATIVO;30285150
776;503686;2021-07-09 09:13:18.000;ATIVO;30290430
777;6855;2001-07-14 00:00:00.000;SUSPENSO;30865180
779;6870;2003-01-02 00:00:00.000;ATIVO;31995230
780;6872;2019-10-11 00:00:00.000;ATIVO;30270210
781;6876;2002-12-30 00:00:00.000;ATIVO;30285320
784;549163;2023-02-11 08:58:22.000;ATIVO;31720190
785;8928;2003-12-03 00:00:00.000;ATIVO;31230410
789;8968;2003-12-06 00:00:00.000;ATIVO;30295210
791;8439;2003-10-16 00:00:00.000;ATIVO;30240324
792;8441;2003-10-16 00:00:00.000;ATIVO;30870320
793;8458;2018-01-29 00:00:00.000;ATIVO;31930760
795;8468;2010-11-09 00:00:00.000;ATIVO;31910220
796;8470;2003-10-20 00:00:00.000;ATIVO;30620440
798;8487;2018-11-19 00:00:00.000;ATIVO;31998202
799;8497;2003-10-22 00:00:00.000;ATIVO;31970650
800;8500;2003-10-18 00:00:00.000;ATIVO;31872630
801;8509;2003-10-22 00:00:00.000;ATIVO;31814030
802;8164;2003-09-12 00:00:00.000;ATIVO;31872210
803;8166;2003-09-05 00:00:00.000;ATIVO;31250130
805;8182;2003-08-12 00:00:00.000;ATIVO;31810430
806;8186;2003-08-22 00:00:00.000;ATIVO;31575550
808;8194;2003-09-16 00:00:00.000;ATIVO;30290000
809;8196;2003-09-14 00:00:00.000;ATIVO;31630510
810;8208;2003-09-17 00:00:00.000;ATIVO;31060300
811;8210;2003-09-11 00:00:00.000;ATIVO;31615200
812;8213;2003-09-18 00:00:00.000;ATIVO;31585050
815;482110;2020-09-29 12:55:55.000;ATIVO;31950430
819;516310;2021-12-28 10:29:57.000;ATIVO;31744705
820;6346;2002-08-29 00:00:00.000;ATIVO;30285160
821;502217;2021-06-21 09:56:30.000;ATIVO;30280462
823;6354;2000-07-11 00:00:00.000;ATIVO;30550170
824;6357;2002-09-03 00:00:00.000;ATIVO;31030470
828;6366;2002-09-06 00:00:00.000;ATIVO;30865150
829;6368;2019-08-12 00:00:00.000;ATIVO;30285150
830;6376;2019-01-10 00:00:00.000;ATIVO;30285160
831;6377;2002-09-02 00:00:00.000;ATIVO;30451056
837;565659;2023-10-24 13:18:39.000;ATIVO;30668635
838;482017;2020-09-28 11:24:46.000;ATIVO;31110745
839;7030;2003-02-03 00:00:00.000;ATIVO;31360350
840;489631;2021-01-06 12:28:53.000;ATIVO;31974004
841;518576;2022-02-08 15:47:26.000;ATIVO;31950435
842;7042;2019-05-15 00:00:00.000;ATIVO;31250600
843;7048;2003-02-03 00:00:00.000;ATIVO;31250440
845;7061;2003-02-04 00:00:00.000;ATIVO;30285140
847;480512;2020-09-03 12:12:10.000;ATIVO;31150570
850;8949;2003-12-02 00:00:00.000;ATIVO;31615040
854;7980;2003-08-01 00:00:00.000;ATIVO;30624214
855;506051;2021-08-10 09:10:14.000;ATIVO;30285190
856;7986;2003-08-13 00:00:00.000;ATIVO;31560440
858;7988;2003-08-14 00:00:00.000;ATIVO;31744590
862;7997;2003-08-15 00:00:00.000;ATIVO;30270340
863;8009;2010-07-27 00:00:00.000;ATIVO;31910190
866;6890;2010-04-06 00:00:00.000;ATIVO;31540421
867;496582;2021-04-13 12:51:17.000;SUSPENSO;30535012
869;6900;2020-03-24 00:00:00.000;ATIVO;31873152
870;6901;2003-01-11 00:00:00.000;ATIVO;30250316
874;6923;2003-01-10 00:00:00.000;ATIVO;31910130
878;6930;2003-01-15 00:00:00.000;ATIVO;31998360
880;8715;2019-05-17 00:00:00.000;ATIVO;30285160
882;8723;2003-10-20 00:00:00.000;ATIVO;31155390
883;489422;2020-12-30 14:40:26.000;ATIVO;31620270
887;8743;2003-11-11 00:00:00.000;ATIVO;31930140
890;8750;2003-11-13 00:00:00.000;ATIVO;30120076
891;8753;2003-11-13 00:00:00.000;ATIVO;30240320
892;503359;2021-07-06 09:26:11.000;ATIVO;30295350
893;512829;2021-11-05 09:40:59.000;ATIVO;31050170
894;532045;2022-08-31 16:34:22.000;ATIVO;31010245
895;552132;2023-03-23 16:29:39.000;ATIVO;31840220
896;8789;2003-11-17 00:00:00.000;ATIVO;31060470
897;8790;2003-11-05 00:00:00.000;ATIVO;30250458
899;7656;2003-05-22 00:00:00.000;ATIVO;30870120
900;7667;2003-06-11 00:00:00.000;ATIVO;31520020
901;7669;2003-06-18 00:00:00.000;ATIVO;30270290
904;7694;2003-06-18 00:00:00.000;ATIVO;30550090
905;7711;2003-06-27 00:00:00.000;ATIVO;31970680
907;507148;2021-08-25 15:12:00.000;NEFETIVADO;30250260
908;7394;2003-04-22 00:00:00.000;ATIVO;30285160
909;7401;2003-04-23 00:00:00.000;ATIVO;30285080
910;7407;2003-04-28 00:00:00.000;ATIVO;31985230
911;7412;2003-04-29 00:00:00.000;ATIVO;31050180
912;7425;2003-05-01 00:00:00.000;ATIVO;30451410
913;7433;2003-05-01 00:00:00.000;ATIVO;30850310
944;7430;2003-06-01 00:00:00.000;ATIVO;30140092
965;9183;2002-09-02 00:00:00.000;ATIVO;30640380
972;5511;2001-05-02 00:00:00.000;ATIVO;30770410
977;7438;2003-05-05 00:00:00.000;ATIVO;31255210
978;7439;2018-06-01 00:00:00.000;ATIVO;31255210
980;515646;2021-12-10 13:16:53.000;ATIVO;31630000
981;9003;2003-12-13 00:00:00.000;ATIVO;31770530
982;9007;2003-12-15 00:00:00.000;ATIVO;30690580
983;9010;2003-12-12 00:00:00.000;ATIVO;31844250
984;9013;2003-12-13 00:00:00.000;ATIVO;30230330
986;9021;2003-12-16 00:00:00.000;ATIVO;30260320
987;9022;2003-11-10 00:00:00.000;ATIVO;30230200
988;9025;2003-12-09 00:00:00.000;SUSPENSO;31814050
990;8517;2018-07-03 00:00:00.000;ATIVO;30624500
992;8530;2003-10-20 00:00:00.000;ATIVO;31810177
993;476547;2020-07-10 11:31:29.000;ATIVO;31748550
995;8535;2003-10-20 00:00:00.000;ATIVO;31810085
996;8548;2010-12-24 00:00:00.000;ATIVO;30150311
998;8566;2003-10-29 00:00:00.000;ATIVO;31920730
999;8577;2003-10-30 00:00:00.000;ATIVO;30350630
1001;9197;2001-04-10 00:00:00.000;ATIVO;30295380
1002;9203;2003-12-15 00:00:00.000;ATIVO;31770260
1003;476419;2020-07-09 08:17:28.000;ATIVO;31810020
1004;9226;2004-01-12 00:00:00.000;ATIVO;31050560
1005;9227;2019-03-19 00:00:00.000;ATIVO;30840800
1007;9241;2004-01-14 00:00:00.000;ATIVO;30690720
1008;9244;2004-01-14 00:00:00.000;ATIVO;31652030
1009;8238;2003-09-22 00:00:00.000;ATIVO;30285160
1010;8240;2003-09-23 00:00:00.000;ATIVO;31050440
1011;8247;2003-09-25 00:00:00.000;ATIVO;30882250
1012;524290;2022-05-09 15:25:13.000;ATIVO;30270210
1013;8263;2003-09-29 00:00:00.000;ATIVO;31050440
1014;491571;2021-02-05 15:22:11.000;ATIVO;31680420
1016;8272;2003-09-30 00:00:00.000;ATIVO;31748520
1017;8289;2003-10-02 00:00:00.000;ATIVO;30285190
1018;8295;2003-10-02 00:00:00.000;ATIVO;30865150
1019;8302;2003-10-03 00:00:00.000;ATIVO;30820170
1021;8816;2003-01-14 00:00:00.000;ATIVO;31050580
1030;501612;2021-06-14 14:47:41.000;ATIVO;30286100
1031;8846;2003-11-03 00:00:00.000;ATIVO;30240617
1032;8848;2003-11-10 00:00:00.000;ATIVO;30285189
1033;8849;2003-11-18 00:00:00.000;ATIVO;31030240
1034;8854;2003-10-28 00:00:00.000;ATIVO;31995150
1035;8856;2018-03-07 00:00:00.000;ATIVO;30390242
1036;8857;2003-11-12 00:00:00.000;ATIVO;31575420
1037;483791;2020-10-23 17:21:07.000;ATIVO;31652090
1040;7451;2003-05-01 00:00:00.000;ATIVO;31050180
1041;7460;2003-05-08 00:00:00.000;ATIVO;30240230
1044;9678;2004-02-11 00:00:00.000;ATIVO;30830040
1045;9062;2003-12-17 00:00:00.000;ATIVO;31150220
1047;549230;2023-02-13 10:57:51.000;ATIVO;30240090
1048;9100;2019-02-08 00:00:00.000;ATIVO;30285140
1049;9102;2003-12-18 00:00:00.000;ATIVO;30664385
1052;9110;2003-12-19 00:00:00.000;ATIVO;30260490
1053;9481;2009-08-25 00:00:00.000;ATIVO;31155270
1054;483055;2020-10-13 08:22:14.000;ATIVO;31260060
1064;9534;2004-02-16 00:00:00.000;ATIVO;31930640
1065;9537;2004-02-17 00:00:00.000;ATIVO;30820560
1066;489502;2021-01-04 15:17:48.000;ATIVO;31920470
1067;9559;2004-02-18 00:00:00.000;ATIVO;31748248
1069;9578;2004-01-20 00:00:00.000;ATIVO;30450140
1071;9580;2004-02-20 00:00:00.000;ATIVO;31998440
1074;470958;2020-05-29 00:00:00.000;ATIVO;30530000
1075;7737;2020-04-03 00:00:00.000;ATIVO;30280460
1077;7745;2003-07-01 00:00:00.000;ATIVO;31846270
1078;7751;2003-06-10 00:00:00.000;ATIVO;31660270
1080;7766;2003-07-08 00:00:00.000;ATIVO;31840250
1090;9322;2004-01-06 00:00:00.000;ATIVO;31550100
1092;532817;2022-09-13 11:04:54.000;ATIVO;31540470
1093;9330;2010-02-11 00:00:00.000;ATIVO;31910200
1094;9331;2004-01-22 00:00:00.000;ATIVO;31950120
1102;8032;2003-08-04 00:00:00.000;ATIVO;31845000
1107;10284;2004-04-14 00:00:00.000;ATIVO;30280469
1108;8872;2003-11-24 00:00:00.000;ATIVO;31620020
1109;8875;2003-11-25 00:00:00.000;ATIVO;31615640
1110;8891;2019-02-25 00:00:00.000;ATIVO;30820030
1111;475745;2020-06-29 13:56:10.000;ATIVO;31680020
1113;10536;2019-07-02 00:00:00.000;ATIVO;31846270
1114;10537;2004-04-30 00:00:00.000;ATIVO;30280180
1115;6393;2019-09-24 00:00:00.000;ATIVO;30230000
1116;546194;2022-12-20 11:52:17.000;ATIVO;31990055
1118;6419;2002-09-05 00:00:00.000;ATIVO;31845440
1119;6421;2019-01-28 00:00:00.000;ATIVO;30220365
1120;6426;2002-09-17 00:00:00.000;ATIVO;30250439
1123;6438;2020-01-21 00:00:00.000;ATIVO;30260270
1124;6440;2002-09-16 00:00:00.000;ATIVO;31730600
1127;8606;2010-12-30 00:00:00.000;ATIVO;31270540
1128;547066;2023-01-11 10:30:25.000;ATIVO;31610250
1129;8610;2010-02-19 00:00:00.000;ATIVO;31010170
1133;9994;2004-03-30 00:00:00.000;ATIVO;30865700
1138;7077;2003-02-14 00:00:00.000;ATIVO;30810420
1139;508423;2021-09-13 14:50:28.000;ATIVO;30520330
1142;7089;2003-02-10 00:00:00.000;ATIVO;30270400
1143;7111;2003-02-24 00:00:00.000;ATIVO;31360770
1155;9727;2004-03-09 00:00:00.000;ATIVO;31741310
1156;9733;2004-03-09 00:00:00.000;ATIVO;31785040
1158;9781;2004-03-12 00:00:00.000;ATIVO;31960460
1159;9129;2003-12-04 00:00:00.000;ATIVO;31920685
1160;9130;2003-12-23 00:00:00.000;ATIVO;30295400
1161;506426;2021-08-16 08:16:07.000;ATIVO;31985110
1162;9141;2003-12-26 00:00:00.000;ATIVO;30270400
1163;9152;2019-07-01 00:00:00.000;ATIVO;30668590
1165;9181;2002-07-04 00:00:00.000;ATIVO;31742450
1167;10570;2004-04-27 00:00:00.000;ATIVO;31845320
1168;571222;2024-02-26 16:30:49.000;ATIVO;31910110
1170;10602;2004-05-03 00:00:00.000;ATIVO;30820672
1171;10606;2004-04-28 00:00:00.000;ATIVO;31050364
1173;10615;2004-05-04 00:00:00.000;SUSPENSO;31640260
1176;10290;2004-04-14 00:00:00.000;ATIVO;30620400
1178;10318;2004-04-16 00:00:00.000;ATIVO;30626720
1179;10342;2019-03-29 00:00:00.000;ATIVO;30285160
1182;8319;2003-10-06 00:00:00.000;ATIVO;31990530
1184;11102;2004-05-27 00:00:00.000;ATIVO;31540475
1185;11117;2004-05-01 00:00:00.000;ATIVO;30290450
1186;11126;2004-06-01 00:00:00.000;ATIVO;30285010
1187;11130;2019-06-24 00:00:00.000;ATIVO;31910200
1188;505067;2021-07-28 09:05:53.000;ATIVO;30285160
1189;519560;2022-02-21 09:25:17.000;ATIVO;30240630
1190;9662;2004-03-03 00:00:00.000;ATIVO;30880590
1192;1416;2010-02-11 00:00:00.000;ATIVO;30240090
1193;11597;2004-06-15 00:00:00.000;ATIVO;31741615
1194;11598;2004-06-25 00:00:00.000;ATIVO;31655260
1196;9338;2019-09-05 00:00:00.000;ATIVO;31950210
1197;9344;2004-01-24 00:00:00.000;ATIVO;31360090
1199;521350;2022-03-22 09:17:25.000;ATIVO;30290220
1212;488961;2020-12-19 14:57:33.000;ATIVO;33120040
1216;9385;2004-02-03 00:00:00.000;ATIVO;30690020
1219;508009;2021-09-04 11:30:14.000;ATIVO;30220337
1221;9403;2004-02-04 00:00:00.000;ATIVO;30690010
1223;9412;2004-02-05 00:00:00.000;ATIVO;30285310
1224;568221;2023-12-05 10:17:19.000;ATIVO;31650095
1225;10818;2019-04-25 00:00:00.000;ATIVO;30240291
1226;10821;2018-10-24 00:00:00.000;ATIVO;30290520
1228;10850;2004-05-13 00:00:00.000;ATIVO;31910040
1229;10854;2004-04-19 00:00:00.000;ATIVO;30290300
1230;10009;2009-11-09 00:00:00.000;ATIVO;30285350
1231;10011;2004-03-30 00:00:00.000;ATIVO;31842015
1233;10026;2004-03-26 00:00:00.000;ATIVO;30451067
1234;10042;2004-04-02 00:00:00.000;SUSPENSO;30285270
1241;9792;2004-03-01 00:00:00.000;ATIVO;31655660
1242;516783;2022-01-10 12:46:03.000;ATIVO;30622058
1243;540476;2022-10-13 11:37:16.000;ATIVO;31845180
1245;9810;2018-09-12 00:00:00.000;ATIVO;31742410
1247;9822;2004-03-15 00:00:00.000;ATIVO;31320560
1248;9825;2004-03-01 00:00:00.000;ATIVO;30570690
1252;8874;2011-01-07 00:00:00.000;ATIVO;30840727
1258;553764;2023-04-19 09:55:41.000;ATIVO;31640380
1260;7151;2003-03-03 00:00:00.000;ATIVO;30840570
1262;7166;2003-03-10 00:00:00.000;ATIVO;31780482
1264;7186;2003-03-12 00:00:00.000;ATIVO;30295020
1265;7189;2003-03-12 00:00:00.000;ATIVO;31170340
1266;10351;2004-04-15 00:00:00.000;ATIVO;30555220
1267;10355;2004-04-16 00:00:00.000;ATIVO;30775060
1268;10356;2004-04-19 00:00:00.000;ATIVO;31070030
1270;10378;2004-03-23 00:00:00.000;ATIVO;30451210
1271;10381;2004-04-22 00:00:00.000;ATIVO;30668350
1272;10399;2004-04-26 00:00:00.000;ATIVO;30810395
1272;505780;2021-08-05 10:55:34.000;ATIVO;30810395
1274;502855;2021-06-29 13:38:20.000;ATIVO;30285010
1276;10663;2020-05-19 00:00:00.000;ATIVO;30230260
1290;10673;2019-06-11 00:00:00.000;ATIVO;30295330
1291;11379;2004-05-24 00:00:00.000;SUSPENSO;31630400
1292;11409;2004-05-04 00:00:00.000;ATIVO;30285160
1296;9859;2004-03-12 00:00:00.000;ATIVO;30440580
1297;9862;2003-06-12 00:00:00.000;SUSPENSO;30285160
1298;9895;2004-03-19 00:00:00.000;ATIVO;30512460
1299;9899;2004-03-19 00:00:00.000;ATIVO;30810530
1301;11893;2019-08-03 00:00:00.000;ATIVO;30451530
1302;522160;2022-04-06 09:40:44.000;ATIVO;30230000
1304;11907;2004-07-15 00:00:00.000;ATIVO;30670050
1305;11920;2004-07-02 00:00:00.000;ATIVO;31998322
1308;10879;2004-05-14 00:00:00.000;ATIVO;31950420
1309;10888;2004-05-17 00:00:00.000;ATIVO;30810310
1319;10910;2010-02-09 00:00:00.000;ATIVO;30285180
1320;10690;2004-04-22 00:00:00.000;ATIVO;30860230
1321;10693;2004-04-05 00:00:00.000;ATIVO;31250170
1330;10717;2019-08-29 00:00:00.000;ATIVO;31975060
1331;8281;2003-07-31 00:00:00.000;ATIVO;31575580
1336;12107;2004-07-22 00:00:00.000;ATIVO;31150510
1337;12125;2004-07-23 00:00:00.000;ATIVO;31250470
1338;12146;2004-07-27 00:00:00.000;ATIVO;31573370
1339;10086;2004-04-01 00:00:00.000;ATIVO;30285172
1340;10092;2004-04-01 00:00:00.000;ATIVO;30285185
1341;10097;2010-07-29 00:00:00.000;ATIVO;31870760
1342;10104;2004-04-04 00:00:00.000;ATIVO;30451237
1343;10111;2019-10-02 00:00:00.000;ATIVO;31070115
1344;10130;2020-02-27 00:00:00.000;ATIVO;30220336
1345;11138;2004-06-01 00:00:00.000;ATIVO;30668186
